"","Species","GS","Latitude","Longitude","Bio1","Bio2","Bio3","Bio4","Bio5","Bio6","Bio7","Bio8","Bio9","Bio10","Bio11","Bio12","Bio13","Bio14","Bio15","Bio16","Bio17","Bio18","Bio19"
"13","Chymomyza_amoena",384.8,29.49042,-98.539993,20.6529998779297,12.2613334655762,40.2644577026367,673.417358398438,34.9680023193359,4.51599979400635,30.4520034790039,24.2466678619385,13.6806659698486,28.5359992980957,11.9686660766602,794,112,42,35.3112678527832,275,131,210,133
"14","Chymomyza_amoena",384.8,32.90655,-96.839559,18.8893337249756,11.7313327789307,34.3946647644043,818.245178222656,35.4640007019043,1.35599994659424,34.1080017089844,23.1033325195312,9.6006669998169,28.7779998779297,8.55399990081787,926,129,49,30.7560768127441,315,166,207,166
"15","Chymomyza_amoena",384.8,32.7525,-97.19256,18.7821674346924,12.2536668777466,35.3906745910645,813.251342773438,35.6559982299805,1.03200006484985,34.6239967346191,22.8993339538574,8.52999973297119,28.6333332061768,8.52999973297119,857,121,46,31.0594997406006,291,151,191,151
"16","Chymomyza_amoena",384.8,33.91145,-84.448471,16.3623332977295,11.493332862854,36.5517539978027,752.965209960938,31.7159996032715,0.272000014781952,31.4440002441406,8.46466636657715,16.9006671905518,25.4286670684814,6.78999996185303,1299,142,82,16.6192378997803,388,264,315,361
"17","Chymomyza_amoena",384.8,38.96738,-77.325133,12.8948335647583,11.9783334732056,33.9830169677734,873.981628417969,30.8199996948242,-4.42799997329712,35.2480010986328,21.4313335418701,1.90466678142548,23.5340003967285,1.90466678142548,1030,102,68,11.1852607727051,288,222,281,222
"18","Chymomyza_amoena",384.8,33.04763,-97.051719,18.2841663360596,12.3549995422363,35.4173812866211,823.296203613281,35.2840003967285,0.400000005960464,34.8839988708496,22.4006671905518,7.90533304214478,28.2493343353271,7.90533304214478,926,134,48,32.6884765625,318,159,208,159
"19","Chymomyza_amoena",384.8,33.12511,-96.878372,18.0581665039062,12.3696670532227,35.3015594482422,833.208251953125,35.1240005493164,0.0839999988675117,35.0400009155273,22.199333190918,7.52733325958252,28.1046676635742,7.52733325958252,966,141,49,33.1536140441895,334,167,215,167
"20","Chymomyza_amoena",384.8,33.03532,-96.728032,18.6213340759277,12.1260004043579,35.168212890625,819.575439453125,35.3640022277832,0.88400000333786,34.4800033569336,22.8360004425049,8.24266624450684,28.5100002288818,8.24266624450684,983,141,50,32.1416702270508,339,174,216,174
"21","Chymomyza_amoena",384.8,33.72663,-84.377083,16.554500579834,11.4376668930054,36.4861145019531,749.258483886719,31.7959995269775,0.448000013828278,31.3479995727539,8.68066692352295,21.7600002288818,25.5620002746582,7.01600027084351,1290,141,82,15.9321269989014,387,273,317,352
"22","Chymomyza_amoena",384.8,30.27014,-97.808237,19.5533332824707,11.716667175293,37.8738899230957,705.105651855469,34.5200004577637,3.58400011062622,30.9360008239746,23.1586666107178,12.202000617981,27.8799991607666,10.517333984375,835,121,47,33.4693565368652,285,153,201,153
"23","Chymomyza_amoena",384.8,32.47534,-97.010318,18.6534996032715,12.4489994049072,36.3708076477051,797.613403320312,35.3680000305176,1.13999998569489,34.2280006408691,22.6493339538574,9.64200019836426,28.2859992980957,8.59733295440674,896,126,46,31.5541076660156,302,164,187,167
"24","Chymomyza_amoena",384.8,36.28662,-95.32225,15.2266664505005,12.8739995956421,34.0329895019531,912.769165039062,33.6040000915527,-4.22399997711182,37.8279991149902,19.8846664428711,3.58666658401489,26.2386665344238,3.58666658401489,1087,125,46,29.7410755157471,352,164,282,164
"25","Chymomyza_amoena",384.8,32.39728,-97.327548,18.3325004577637,12.9790000915527,37.334602355957,793.503540039062,35.3159980773926,0.551999986171722,34.7639999389648,22.3353328704834,9.3546667098999,27.9173336029053,8.33933353424072,866,129,46,33.9858436584473,306,150,190,153
"26","Chymomyza_amoena",384.8,33.80555,-84.416573,16.5370006561279,11.510666847229,36.5882606506348,752.641906738281,31.8880004882812,0.428000003099442,31.4600009918213,8.63933372497559,17.0799999237061,25.5926666259766,6.96533346176147,1289,141,82,16.1657676696777,386,268,314,355
"27","Chymomyza_amoena",384.8,33.43665,-86.812699,16.6113338470459,13.0346670150757,39.9885482788086,754.779724121094,32.5919990539551,-0.0040000001899898,32.5960006713867,8.66933345794678,22.0120010375977,25.6773338317871,7.0533332824707,1465,170,82,18.887622833252,440,283,339,401
"28","Chymomyza_amoena",384.8,34.04156,-86.408722,15.3298330307007,12.9409999847412,39.4158134460449,763.32568359375,31.5200004577637,-1.31200003623962,32.8320007324219,7.27533340454102,20.8286666870117,24.5559997558594,5.71066665649414,1453,167,79,19.8576908111572,432,280,323,399
"29","Chymomyza_amoena",384.8,32.49571,-94.570397,17.9169998168945,12.7799997329712,38.7554588317871,762.028930664062,34,1.02400004863739,32.976001739502,21.8373336791992,26.5993328094482,27.1180000305176,8.32466697692871,1207,120,64,17.2225475311279,343,239,252,308
"30","Chymomyza_amoena",384.8,29.72974,-95.409566,20.9710006713867,10.9040002822876,39.4557800292969,635.073486328125,34.068000793457,6.43200016021729,27.6360015869141,27.0120010375977,17.1926670074463,28.3239994049072,12.7213335037231,1221,144,69,22.2130718231201,374,226,350,258
"31","Chymomyza_amoena",384.8,30.26953,-97.826112,19.5533332824707,11.716667175293,37.8738899230957,705.105651855469,34.5200004577637,3.58400011062622,30.9360008239746,23.1586666107178,12.202000617981,27.8799991607666,10.517333984375,835,121,47,33.4693565368652,285,153,201,153
"32","Chymomyza_amoena",384.8,33.99346,-83.37286,16.5410003662109,12.7633333206177,39.2572975158691,751.383972167969,32.6720008850098,0.159999996423721,32.5120010375977,8.67266654968262,17.0319995880127,25.6493339538574,7.05999994277954,1269,140,84,15.5480165481567,379,261,315,343
"33","Chymomyza_amoena",384.8,44.63427,-0.998302,12.8736667633057,10.3586664199829,43.7443695068359,502.171661376953,25.7280006408691,2.0479998588562,23.6800003051758,7.60866641998291,19.0446662902832,19.0446662902832,6.92799997329712,907,106,42,25.3470420837402,300,154,154,273
"34","Chymomyza_amoena",384.8,35.86916,-79.082582,15.0303335189819,13.1613330841064,38.9942321777344,779.700378417969,31.8559989929199,-1.89600002765656,33.7519989013672,23.941333770752,10.5166664123535,24.5306663513184,5.21066665649414,1174,112,80,11.2573356628418,323,259,318,278
"35","Chymomyza_amoena",384.8,30.5489,-97.625833,19.3715000152588,12.7483329772949,39.1149139404297,729.41748046875,35.0480003356934,2.45600008964539,32.5919990539551,23.1040000915527,10.0493335723877,28.0113334655762,10.0493335723877,846,115,47,31.9737644195557,280,162,189,162
"36","Chymomyza_amoena",384.8,30.3575,-97.7234,19.8371677398682,12.0030002593994,38.3973159790039,707.457763671875,34.8759994506836,3.6159999370575,31.2600002288818,23.480001449585,12.492000579834,28.1793327331543,10.7653331756592,836,121,47,34.0283088684082,286,154,196,154
"37","Chymomyza_amoena",384.8,29.76793,-95.3833,20.8696670532227,11.0273332595825,39.5755577087402,638.834777832031,34.1199989318848,6.25600004196167,27.8639984130859,26.9633331298828,17.0686664581299,28.2940006256104,12.5953340530396,1214,141,69,21.8539505004883,369,226,343,257
"38","Chymomyza_amoena",384.8,29.682,-95.65,20.7549991607666,11.7320003509521,40.2056198120117,656.211975097656,34.5960006713867,5.41599988937378,29.1800003051758,26.9099998474121,16.6986656188965,28.3853340148926,12.2740001678467,1135,130,63,21.3546504974365,333,212,310,244
"39","Chymomyza_amoena",384.8,36.28662,-95.32225,15.2266664505005,12.8739995956421,34.0329895019531,912.769165039062,33.6040000915527,-4.22399997711182,37.8279991149902,19.8846664428711,3.58666658401489,26.2386665344238,3.58666658401489,1087,125,46,29.7410755157471,352,164,282,164
"40","Chymomyza_amoena",384.8,32.82854,-96.777637,18.9879989624023,11.6766662597656,34.5014381408691,810.533142089844,35.431999206543,1.58800005912781,33.8439979553223,23.1539993286133,9.77400016784668,28.7733325958252,8.74400043487549,941,130,50,30.2177734375,318,172,205,173
"41","Chymomyza_amoena",384.8,38.81881,-77.118707,13.7775001525879,11.5963335037231,33.0756797790527,881.566528320312,31.3680000305176,-3.69199991226196,35.060001373291,23.7826671600342,2.72933340072632,24.4966659545898,2.72933340072632,1033,100,69,10.7103996276855,286,227,281,227
"42","Chymomyza_amoena",384.8,38.77594,-90.622826,12.9756669998169,12.1166667938232,31.0588207244873,991.773681640625,32.1119995117188,-6.90000009536743,39.0120010375977,22.6979999542236,0.17266671359539,24.8146667480469,0.17266671359539,965,106,47,21.6348152160645,294,169,269,169
"43","Chymomyza_amoena",384.8,29.58152,-98.637704,20.0254993438721,12.5896663665771,40.590877532959,682.738952636719,34.6160011291504,3.59999990463257,31.0160007476807,23.6966667175293,11.2086668014526,28.0139999389648,11.2086668014526,808,110,42,33.6749229431152,274,136,216,136
"44","Chymomyza_amoena",384.8,32.6872,-97.010747,18.8608341217041,12.0776672363281,35.1503677368164,812.612670898438,35.560001373291,1.20000004768372,34.3600006103516,23.0013332366943,9.66600036621094,28.6773338317871,8.5939998626709,884,125,47,31.2442016601562,300,158,192,160
"45","Chymomyza_amoena",384.8,38.97192,-77.369295,13.106333732605,12.065333366394,33.9180641174316,885.306640625,31.1560001373291,-4.41599988937378,35.5719985961914,21.800666809082,1.97133326530457,23.8640003204346,1.97133326530457,1029,102,68,11.4022550582886,289,221,282,221
"46","Chymomyza_amoena",384.8,32.72059,-97.395395,18.8193340301514,12.4953327178955,35.7581634521484,814.592407226562,35.8040008544922,0.860000014305115,34.9440002441406,23.0019989013672,9.5959997177124,28.6773338317871,8.54533386230469,835,116,45,30.3829727172852,287,149,192,149
"47","Chymomyza_amoena",384.8,33.15723,-96.568532,17.8719997406006,12.485333442688,35.8650283813477,819.939514160156,34.8600006103516,0.0480000004172325,34.8120002746582,21.9333343505859,7.50599956512451,27.7773342132568,7.50599956512451,1005,145,52,31.928352355957,342,185,213,185
"48","Chymomyza_amoena",384.8,40.66468,-73.968543,12.1531667709351,9.18299961090088,27.3336124420166,900.41162109375,29.3279991149902,-4.26800012588501,33.5960006713867,22.5766658782959,0.998666644096375,23.2259998321533,0.998666644096375,1197,114,78,10.4882249832153,327,268,317,268
"49","Chymomyza_amoena",384.8,40.65959,-73.96682,12.1531667709351,9.18299961090088,27.3336124420166,900.41162109375,29.3279991149902,-4.26800012588501,33.5960006713867,22.5766658782959,0.998666644096375,23.2259998321533,0.998666644096375,1197,114,78,10.4882249832153,327,268,317,268
"50","Chymomyza_amoena",384.8,37.21578,-93.284854,13.3703336715698,12.3066663742065,32.3893737792969,935.005004882812,31.8959999084473,-6.09999990463257,37.9959983825684,18.1966667175293,1.40199995040894,24.5866661071777,1.40199995040894,1127,121,49,25.2592182159424,349,182,299,182
"51","Chymomyza_amoena",384.8,43.7812,-79.281598,8.12383365631104,8.71966648101807,23.9235820770264,1006.24682617188,26.7600002288818,-9.6879997253418,36.447998046875,19.5773334503174,-3.69733309745789,20.2786674499512,-4.40199995040894,873,91,52,18.6286525726318,255,159,238,173
"52","Chymomyza_amoena",384.8,43.7812,-79.281598,8.12383365631104,8.71966648101807,23.9235820770264,1006.24682617188,26.7600002288818,-9.6879997253418,36.447998046875,19.5773334503174,-3.69733309745789,20.2786674499512,-4.40199995040894,873,91,52,18.6286525726318,255,159,238,173
"53","Chymomyza_amoena",384.8,39.07281,-77.464341,12.841833114624,12.2963333129883,34.2401809692383,887.447814941406,31.1079998016357,-4.80399990081787,35.9119987487793,21.5100002288818,1.69533324241638,23.6380004882812,1.69533324241638,1010,101,66,12.1594429016113,287,214,280,214
"54","Chymomyza_amoena",384.8,41.72938,-87.549212,9.88233375549316,10.3739995956421,26.8256092071533,1025.85412597656,29.0440006256104,-9.62800025939941,38.6720008850098,22.1546669006348,-3.28999996185303,22.1546669006348,-3.28999996185303,952,105,39,27.0407943725586,299,150,299,150
"55","Chymomyza_amoena",384.8,43.17983,-80.577256,7.26633358001709,9.54199981689453,26.1596660614014,993.99462890625,26.07200050354,-10.4039993286133,36.4759979248047,18.3966674804688,-4.54866647720337,19.1373329162598,-5.21199989318848,945,96,54,15.9250345230103,272,183,263,194
"56","Chymomyza_amoena",384.8,43.2036,-79.554011,8.52999973297119,8.31466674804688,24.0976886749268,955.085632324219,26.4440002441406,-8.0600004196167,34.5040016174316,19.5739994049072,-2.66333341598511,20.1873340606689,-3.23000001907349,885,88,59,10.929856300354,241,192,234,201
"57","Chymomyza_amoena",384.8,43.63683,-79.44816,8.52700042724609,8.41466617584229,23.9433937072754,971.984558105469,26.568000793457,-8.57600021362305,35.1440010070801,19.7113342285156,-2.89733338356018,20.2933330535889,-3.48066663742065,817,82,48,15.6690549850464,236,157,226,167
"58","Chymomyza_amoena",384.8,37.95629,-84.502727,12.6086664199829,11.7620000839233,33.3276672363281,886.075378417969,30.1119995117188,-5.17999982833862,35.2919998168945,21.2099990844727,13.6546669006348,23.2746658325195,1.3400000333786,1171,120,70,16.1110973358154,346,247,323,266
"59","Chymomyza_amoena",384.8,32.72931,-97.113625,18.900333404541,12.076000213623,35.1741828918457,809.144775390625,35.6279983520508,1.2960000038147,34.3319969177246,23.0486660003662,9.739333152771,28.6906661987305,8.69000053405762,873,124,47,31.4246940612793,298,155,193,155
"60","Chymomyza_amoena",384.8,29.76793,-95.383367,20.8696670532227,11.0273332595825,39.5755577087402,638.834777832031,34.1199989318848,6.25600004196167,27.8639984130859,26.9633331298828,17.0686664581299,28.2940006256104,12.5953340530396,1214,141,69,21.8539505004883,369,226,343,257
"61","Chymomyza_amoena",384.8,30.45457,-97.798971,19.2221660614014,12.0310001373291,38.1839561462402,712.303527832031,34.3359985351562,2.82800006866455,31.507999420166,22.8933334350586,10.0786666870117,27.6193332672119,10.0786666870117,837,119,47,32.862361907959,283,155,195,155
"62","Chymomyza_amoena",384.8,33.03532,-96.728032,18.6213340759277,12.1260004043579,35.168212890625,819.575439453125,35.3640022277832,0.88400000333786,34.4800033569336,22.8360004425049,8.24266624450684,28.5100002288818,8.24266624450684,983,141,50,32.1416702270508,339,174,216,174
"63","Chymomyza_amoena",384.8,42.21599,-79.857288,8.97533321380615,9.22533321380615,26.8521747589111,935.188903808594,26.496000289917,-7.8600001335144,34.3559989929199,10.8646669387817,-2.00799989700317,20.3120002746582,-2.63866662979126,1084,117,58,19.5655841827393,325,196,298,212
"64","Chymomyza_amoena",384.8,39.7447,-75.159109,12.367166519165,10.8870000839233,31.360179901123,889.208435058594,30.0880012512207,-4.62799978256226,34.7159996032715,22.5746669769287,1.25266671180725,23.2253341674805,1.25266671180725,1130,110,74,11.768087387085,317,256,308,256
"65","Chymomyza_amoena",384.8,34.04183,-86.409455,15.3771667480469,13.0223331451416,39.4043006896973,769.492553710938,31.6719989776611,-1.37599992752075,33.0480003356934,7.25933313369751,20.9146671295166,24.673999786377,5.6879997253418,1441,166,78,19.9565486907959,429,278,319,396
"66","Chymomyza_amoena",384.8,52.05,6.05,9.45816707611084,7.80833339691162,34.6236839294434,560.368591308594,22.2240009307861,-0.328000009059906,22.5520000457764,3.84866666793823,5.35666656494141,16.4366664886475,2.78333330154419,828,85,49,15.5779209136963,240,173,208,214
"67","Chymomyza_amoena",384.8,51.4,6.1,10.1718330383301,8.19299983978271,35.0607681274414,578.155639648438,23.3600006103516,-0.00800000037997961,23.3680000305176,15.9946670532227,6.06666660308838,17.4260005950928,3.29800009727478,736,74,45,13.3232078552246,205,154,202,176
"68","Chymomyza_amoena",384.8,51.35,5.45,9.94250011444092,8.55499935150146,36.7167358398438,558.705322265625,23.0799999237061,-0.219999998807907,23.2999992370605,4.29533338546753,5.9079999923706,16.8993339538574,3.26333332061768,772,75,46,12.9274072647095,217,165,197,197
"69","Chymomyza_amoena",384.8,52,5.5,9.59133338928223,8.010666847229,35.2768478393555,551.662048339844,22.3999996185303,-0.30799999833107,22.7080001831055,4.0993332862854,5.51200008392334,16.4739990234375,3.0293333530426,811,80,46,15.1586589813232,232,169,203,205
"70","Chymomyza_amoena",384.8,51.4,5.5,9.8618335723877,8.48299980163574,36.520580291748,556.582885742188,23.003999710083,-0.224000006914139,23.2280006408691,4.2553334236145,5.82733345031738,16.8126659393311,3.23600006103516,768,74,46,12.652512550354,216,166,194,196
"71","Chymomyza_amoena",384.8,42.06004,-82.466367,9.31849956512451,8.73299980163574,24.6667041778564,980.20654296875,27.2999992370605,-8.10400009155273,35.4039993286133,20.4726676940918,-2.15799999237061,21.0826663970947,-2.94199991226196,905,90,56,14.6834259033203,258,180,248,186
"72","Chymomyza_amoena",384.8,42.70528,-83.188417,8.81033325195312,10.2473335266113,27.6625995635986,996.816040039062,28.0279998779297,-9.01599979400635,37.0439987182617,20.8253345489502,-2.59466648101807,20.8253345489502,-3.77266645431519,791,86,39,22.703540802002,247,139,247,141
"73","Chymomyza_amoena",384.8,40.03805,-75.467322,11.3353328704834,10.7266664505005,30.8202133178711,896.2958984375,29.0279998779297,-5.77600002288818,34.8040008544922,19.9526672363281,0.0826666355133057,22.2146663665771,0.0826666355133057,1178,116,76,11.5363626480103,327,262,318,262
"74","Chymomyza_amoena",384.8,38.29912,-76.533677,13.7048330307007,11.4930000305176,33.9146614074707,837.208068847656,30.8319988250732,-3.05599999427795,33.8880004882812,23.3479995727539,9.4913330078125,23.9133338928223,3.23933339118958,1105,107,80,11.0079650878906,301,248,295,251
"75","Chymomyza_amoena",384.8,38.894,-77.255661,13.1446666717529,11.7853326797485,33.5573272705078,875.330139160156,30.9079990386963,-4.21199989318848,35.1199989318848,21.728666305542,2.14066672325134,23.7919998168945,2.14066672325134,1038,103,69,10.8803577423096,289,225,281,225
"76","Chymomyza_amoena",384.8,43.31377,-73.66426,8.16549968719482,11.9749994277954,29.4457550048828,1029.56396484375,28.4559993743896,-12.2119998931885,40.6679992675781,20.5013332366943,-5.01333332061768,20.5013332366943,-5.01333332061768,980,99,55,14.2323188781738,277,200,277,200
"77","Chymomyza_amoena",384.8,32.78466,-96.709053,18.8726673126221,11.8199996948242,34.9125709533691,806.568298339844,35.3120002746582,1.4559999704361,33.8559989929199,22.9839992523193,9.7413330078125,28.6100006103516,8.68533325195312,937,129,50,30.1577453613281,316,174,200,175
"78","Chymomyza_amoena",384.8,30.27632,-97.815087,19.5533332824707,11.716667175293,37.8738899230957,705.105651855469,34.5200004577637,3.58400011062622,30.9360008239746,23.1586666107178,12.202000617981,27.8799991607666,10.517333984375,835,121,47,33.4693565368652,285,153,201,153
"79","Chymomyza_amoena",384.8,33.97458,-117.325481,17.8818340301514,16.0416660308838,53.443717956543,508.2646484375,34.6160011291504,4.59999990463257,30.0160007476807,12.7166662216187,24.0593338012695,24.5726661682129,12.1786670684814,349,73,2,92.4516830444336,210,9,17,189
"80","Chymomyza_amoena",384.8,42.06446,-87.774363,9.58933353424072,10.1560001373291,26.6813793182373,1014.03082275391,28.4759998321533,-9.58800029754639,38.0639991760254,21.7199993133545,-3.40333342552185,21.7199993133545,-3.40333342552185,913,104,38,27.2261562347412,291,145,291,145
"81","Chymomyza_amoena",384.8,53.2208,6.546794,9.07216644287109,7.36299991607666,33.2505416870117,559.054992675781,21.5799999237061,-0.564000010490417,22.1439990997314,9.69133281707764,4.8513331413269,16.0319995880127,2.42200016975403,806,86,45,18.7745189666748,237,152,216,192
"82","Chymomyza_amoena",384.8,40.65399,-73.996445,12.1531667709351,9.18299961090088,27.3336124420166,900.41162109375,29.3279991149902,-4.26800012588501,33.5960006713867,22.5766658782959,0.998666644096375,23.2259998321533,0.998666644096375,1197,114,78,10.4882249832153,327,268,317,268
"83","Chymomyza_amoena",384.8,51.0516,17.167124,8.67799949645996,9.05399990081787,32.9092750549316,707.423034667969,23.5200004577637,-3.99200010299683,27.5120010375977,17.3733329772949,1.08133327960968,17.3733329772949,0.031999945640564,556,83,23,42.6295700073242,228,79,228,84
"84","Chymomyza_amoena",384.8,42.69875,-80.410211,8.22783279418945,9.18233299255371,26.1754093170166,959.432434082031,26.3039989471436,-8.77600002288818,35.0799980163574,10.1499996185303,-3.03866648674011,19.7866668701172,-3.78133320808411,980,95,57,13.8629951477051,267,203,251,217
"85","Chymomyza_amoena",384.8,40.80404,-73.465233,11.2288331985474,9.03633308410645,27.4260444641113,882.611389160156,27.9559993743896,-4.99200010299683,32.947998046875,9.75599956512451,19.5513324737549,22.0346660614014,0.262666672468185,1108,109,75,11.0057754516602,301,259,271,263
"86","Chymomyza_amoena",384.8,39.61881,-79.916577,10.7821664810181,12.2490005493164,34.9651756286621,868.890502929688,28.5,-6.53200006484985,35.0320014953613,19.2866668701172,-0.203333303332329,21.2646675109863,-0.203333303332329,1104,115,69,16.2362022399902,328,230,326,230
"87","Chymomyza_amoena",384.8,41.18908,-74.075934,9.96016693115234,11.0883331298828,30.756498336792,913.945739746094,28.3360004425049,-7.71600008010864,36.052001953125,18.8366661071777,-1.54466664791107,21.0726661682129,-1.54466664791107,1281,121,80,10.3127918243408,343,277,331,277
"88","Chymomyza_amoena",384.8,41.19119,-74.07563,9.96016693115234,11.0883331298828,30.756498336792,913.945739746094,28.3360004425049,-7.71600008010864,36.052001953125,18.8366661071777,-1.54466664791107,21.0726661682129,-1.54466664791107,1281,121,80,10.3127918243408,343,277,331,277
"89","Chymomyza_amoena",384.8,40.72032,-73.61128,11.8326663970947,8.96866703033447,27.0042953491211,895.325561523438,28.7000007629395,-4.51200008392334,33.2120018005371,10.4060001373291,20.343334197998,22.8193340301514,0.711333334445953,1067,114,68,13.9266777038574,289,249,270,252
"90","Chymomyza_amoena",384.8,43.65962,-79.427078,8.52700042724609,8.41466617584229,23.9433937072754,971.984558105469,26.568000793457,-8.57600021362305,35.1440010070801,19.7113342285156,-2.89733338356018,20.2933330535889,-3.48066663742065,817,82,48,15.6690549850464,236,157,226,167
"91","Chymomyza_amoena",384.8,45.16581,-93.380679,7.01883316040039,11.8423337936401,25.9404487609863,1219.72290039062,28.9400005340576,-16.7119998931885,45.6520004272461,21.2586669921875,-8.87533378601074,21.2586669921875,-8.87533378601074,751,110,20,51.4957008361816,314,68,314,68
"92","Chymomyza_amoena",384.8,41.21873,-75.841552,9.48799991607666,11.8493337631226,31.6996612548828,950.955261230469,28.5400009155273,-8.84000015258789,37.3800010681152,18.6646671295166,-1.55333340167999,20.9179992675781,-2.44266676902771,1038,111,63,17.8220443725586,315,202,308,202
"93","Chymomyza_amoena",384.8,41.21877,-75.842261,9.48799991607666,11.8493337631226,31.6996612548828,950.955261230469,28.5400009155273,-8.84000015258789,37.3800010681152,18.6646671295166,-1.55333340167999,20.9179992675781,-2.44266676902771,1038,111,63,17.8220443725586,315,202,308,202
"94","Chymomyza_amoena",384.8,39.96815,-86.155311,10.8949995040894,11.1673336029053,29.3877201080322,992.812316894531,29.8039989471436,-8.19600009918213,38,20.6480007171631,-1.88866674900055,22.7433338165283,-1.88866674900055,1004,113,55,21.4754829406738,313,187,302,187
"95","Chymomyza_amoena",384.8,39.87197,-86.067065,11.1738328933716,11.1136665344238,29.3670501708984,988.25634765625,29.8999996185303,-7.94400024414062,37.8440017700195,20.8560009002686,-1.58600008487701,22.9386672973633,-1.58600008487701,1012,114,56,21.4362201690674,316,189,303,189
"96","Chymomyza_amoena",384.8,45.64528,-73.441542,5.95833349227905,10.1388893127441,24.0258045196533,1151.76818847656,26.4333324432373,-15.7666664123535,42.1999969482422,19.466667175293,-7.84999990463257,19.466667175293,-8.91111087799072,990,94,61,13.7925586700439,274,199,274,220
"97","Chymomyza_amoena",384.8,37.53052,-88.983527,13.2903337478638,11.4613332748413,31.3288135528564,922.807983398438,31.2560005187988,-5.32800006866455,36.5839996337891,13.1553335189819,19.8120002746582,24.2859992980957,1.35800004005432,1196,125,79,16.6295795440674,364,253,290,270
"98","Chymomyza_amoena",384.8,40.38748,-76.060305,10.8763332366943,11.2806663513184,31.5243301391602,915.921142578125,29.1240005493164,-6.65999984741211,35.7840003967285,19.6513328552246,0.341333389282227,21.9446678161621,-0.646666705608368,1107,110,68,13.6272077560425,325,235,310,236
"99","Chymomyza_amoena",384.8,37.98278,-80.946363,10.1584997177124,11.7449998855591,35.2617988586426,811.119934082031,26.57200050354,-6.73600006103516,33.3079986572266,17.982666015625,-0.152666687965393,19.8513336181641,-0.152666687965393,1165,130,80,14.5843858718872,346,251,340,251
