"","lat","long","datasetKey","citation"
"Chymomyza_amoena","33.99346"," -83.372860","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","44.63427","  -0.998302","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","35.86916"," -79.082582","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","30.54890"," -97.625833","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","30.35750"," -97.723400","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","29.76793"," -95.383300","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","29.68200"," -95.650000","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","36.28662"," -95.322250","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.82854"," -96.777637","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.81881"," -77.118707","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.77594"," -90.622826","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","29.58152"," -98.637704","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.68720"," -97.010747","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.97192"," -77.369295","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.72059"," -97.395395","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","33.15723"," -96.568532","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.66468"," -73.968543","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.65959"," -73.966820","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","37.21578"," -93.284854","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.78120"," -79.281598","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.78120"," -79.281598","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.07281"," -77.464341","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.72938"," -87.549212","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.17983"," -80.577256","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.20360"," -79.554011","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.63683"," -79.448160","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","37.95629"," -84.502727","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.72931"," -97.113625","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","29.76793"," -95.383367","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","30.45457"," -97.798971","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","33.03532"," -96.728032","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.21599"," -79.857288","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.74470"," -75.159109","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","34.04183"," -86.409455","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.05000","   6.050000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.40000","   6.100000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.35000","   5.450000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.00000","   5.500000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.40000","   5.500000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.06004"," -82.466367","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.70528"," -83.188417","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.03805"," -75.467322","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.29912"," -76.533677","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.89400"," -77.255661","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.31377"," -73.664260","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.78466"," -96.709053","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","30.27632"," -97.815087","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","33.97458","-117.325481","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.06446"," -87.774363","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.22080","   6.546794","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.65399"," -73.996445","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.05160","  17.167124","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.69875"," -80.410211","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.80404"," -73.465233","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.61881"," -79.916577","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.18908"," -74.075934","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.19119"," -74.075630","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.72032"," -73.611280","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","43.65962"," -79.427078","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","45.16581"," -93.380679","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.21873"," -75.841552","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.21877"," -75.842261","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.96815"," -86.155311","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.87197"," -86.067065","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","45.64528"," -73.441542","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","37.53052"," -88.983527","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.38748"," -76.060305","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","37.98278"," -80.946363","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.16934","   8.176075","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.70773"," -79.889881","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.03493","  17.213569","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.95285","  10.209909","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.95508"," -76.610155","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.35680","   6.333271","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.97837"," -72.692725","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.95519"," -76.610177","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.30867","-111.930037","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","45.49437"," -73.580651","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","44.22749"," -69.886426","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","46.00322"," -77.444228","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.58835"," -74.139725","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.96308"," -77.150572","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.96374"," -77.147367","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","49.99779","  18.448210","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.09104","   8.829184","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.00333"," -86.305727","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.11041"," -88.541193","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","32.74177"," -97.242983","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","34.01589"," -84.775569","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.98173"," -77.512538","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.72138"," -84.065994","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.57794"," -78.380659","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.09785","   8.841059","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.72147"," -84.066422","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","33.03532"," -96.728032","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","47.24258","  18.648559","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.76621"," -86.175790","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","39.76621"," -86.175790","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.78148"," -73.970092","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","40.58244"," -74.142809","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","38.29912"," -76.533677","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","41.73661"," -70.045346","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","42.67134"," -80.403610","50c9509d-22c7-4a22-a47d-8c48425ef4a7",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","54.48227","  43.522000","c7774a0b-bd0d-4761-adb3-1b603bb3704a",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.95000","   5.750000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.45000","   6.150000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.20000","   5.200000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.65000","   5.300000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.60000","   5.100000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.00000","   4.300000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.60000","   4.850000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.00000","   5.750000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.95000","   5.700000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.15000","   5.350000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.35000","   5.150000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","50.75000","   5.900000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.15000","   5.350000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.40000","   5.500000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.50000","   5.900000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.95000","   5.450000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","51.65000","   5.300000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","52.30000","   4.600000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.35000","   6.300000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
"Chymomyza_amoena","53.35000","   6.300000","8a863029-f435-446a-821e-275f4f641165",". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2025-02-04"
